"Tipo","Preco","Area","Quartos","Banheiros","Endereco","Estado","Cidade","lat","long"
"AP",2000,74,2,2,"Avenida Luiz Tarquínio Pontes, 710 - Centro, Lauro de Freitas - BA, Brazil","BA","Lauro de Freitas",NA,NA
"AP",850,42,2,1,"Catu de Abrantes Abrantes, Camaçari - BA, Brazil","BA","Camaçari",-12.8582,-38.28169
"AP",3100,86,3,3,"Rua Jockey Club, 456 - Centro, Lauro de Freitas - BA, Brazil","BA","Lauro de Freitas",NA,NA
"AP",600,93,3,2,"Rodovia BA-099 - Estrada do Côco, 1 - Guarajuba Monte Gordo, Camaçari - BA, Brazil","BA","Camaçari",NA,NA
"AP",4000,112,4,2,"Rua Ala das Dunas, 21 - Guarajuba Monte Gordo, Camaçari - BA, Brazil","BA","Camaçari",NA,NA
"AP",2450,94,3,2,"Pitangueiras, Lauro de Freitas - BA, Brazil","BA","Lauro de Freitas",-12.88878,-38.3133
"AP",1500,57,2,1,"Rua Rio das Graças - Recreio Ipitanga, Lauro de Freitas - BA, Brazil","BA","Lauro de Freitas",NA,NA
"AP",1350,10,2,2,"Abrantes, Camaçari - BA, Brazil","BA","Camaçari",-12.78873,-38.28166
"AP",1800,95,3,2,"Centro, Lauro de Freitas - BA, Brazil","BA","Lauro de Freitas",-12.89161,-38.32675
"AP",2300,107,2,2,"Estrada do Coco, Lauro de Freitas - BA, Brazil","BA","Lauro de Freitas",-12.86238,-38.29064
"AP",600,100,3,2,"Estrada da Gamboa, 1 - Gamboa, Vera Cruz - BA, Brazil","BA","Vera Cruz",-12.97426,-38.61486
"AP",1100,55,2,1,"Vida Nova, Lauro de Freitas - BA, Brazil","BA","Lauro de Freitas",-12.87622,-38.33292
"AP",1100,45,2,1,"Catu de Abrantes, Camaçari - BA, Brazil","BA","Camaçari",-12.8582,-38.28169
"AP",1600,50,2,2,"Catu de Abrantes Abrantes, Camaçari - BA, Brazil","BA","Camaçari",-12.8582,-38.28169
"AP",650,80,2,2,"Praia do Forte, Mata de São João - BA, Brazil","BA","Mata de São João",-12.57754,-38.00636
"AP",1350,57,1,1,"Rua São Paulo, 296 - Vilas do Atlantico, Lauro de Freitas - BA, Brazil","BA","Lauro de Freitas",-12.87966,-38.30888
"AP",1100,55,2,1,"Rua Marta Aguiar da Silva, 10 - Vida Nova, Lauro de Freitas - BA, Brazil","BA","Lauro de Freitas",-12.87726,-38.32387
"AP",2200,86,1,3,"Buraquinho, Lauro de Freitas - BA, Brazil","BA","Lauro de Freitas",-12.88156,-38.281
"AP",2800,68,2,2,"Rua Carlos Conceição, 1168 - Buraquinho, Lauro de Freitas - BA, Brazil","BA","Lauro de Freitas",NA,NA
"AP",2500,80,3,2,"Rua Eliane S Bonfim, 1 - Buraquinho, Lauro de Freitas - BA, Brazil","BA","Lauro de Freitas",NA,NA
"AP",800,100,2,1,"Abrantes, Camaçari - BA, Brazil","BA","Camaçari",-12.78873,-38.28166
"AP",1500,50,1,1,"Pitangueiras, Lauro de Freitas - BA, Brazil","BA","Lauro de Freitas",-12.88878,-38.3133
"AP",2700,70,2,1,"Vilas do Atlantico, Lauro de Freitas - BA, Brazil","BA","Lauro de Freitas",-12.88612,-38.30005
"AP",1950,89,3,3,"Avenida Luiz Tarquínio Pontes, 8 - Vilas do Atlantico, Lauro de Freitas - BA, Brazil","BA","Lauro de Freitas",NA,NA
"AP",620,50,2,1,"Rua Doutor Gerino de Souza Filho, 18 - Caixa D Agua, Lauro de Freitas - BA, Brazil","BA","Lauro de Freitas",NA,NA
"AP",800,40,2,1,"Abrantes, Camaçari - BA, Brazil","BA","Camaçari",-12.78873,-38.28166
"AP",2300,60,2,1,"Rua Ministro Antônio Carlos Magalhães, 377 - Buraquinho, Lauro de Freitas - BA, Brazil","BA","Lauro de Freitas",NA,NA
"AP",1330,80,2,2,"Rua 2 de Fevereiro, 1 - Centro, Lauro de Freitas - BA, Brazil","BA","Lauro de Freitas",-12.89897,-38.32172
"AP",850,48,2,1,"Rua José Leite, 1 - Caji, Lauro de Freitas - BA, Brazil","BA","Lauro de Freitas",NA,NA
"AP",2000,68,2,2,"Avenida Luiz Tarquínio Pontes, 77 - Centro, Lauro de Freitas - BA, Brazil","BA","Lauro de Freitas",NA,NA
"AP",400,120,1,1,"Avenida Vinte e Oito de Setembro, 100 - Centro, Camaçari - BA, Brazil","BA","Camaçari",-12.6966,-38.33507
"AP",900,44,2,1,"Rua Sucupió - Catu de Abrantes Abrantes, Camaçari - BA, Brazil","BA","Camaçari",-12.8497,-38.27966
"AP",850,50,2,1,"Rua Doutor Gerino de Souza Filho, 1 - Caixa D Agua, Lauro de Freitas - BA, Brazil","BA","Lauro de Freitas",NA,NA
"AP",1800,50,2,2,"Rua Lafaeite Francisco dos Santos, 1 - Centro, Lauro de Freitas - BA, Brazil","BA","Lauro de Freitas",NA,NA
"AP",3000,86,2,3,"Buraquinho, Lauro de Freitas - BA, Brazil","BA","Lauro de Freitas",-12.88156,-38.281
"AP",1100,51,2,2,"Rua Doutor Gerino de Souza Filho - Ipitanga, Lauro de Freitas - BA, Brazil","BA","Lauro de Freitas",NA,NA
"AP",1200,40,1,1,"Rua Itororó - Pitangueiras, Lauro de Freitas - BA, Brazil","BA","Lauro de Freitas",NA,NA
"AP",2000,55,2,1,"Rua Ministro Antônio Carlos Magalhães - Buraquinho, Lauro de Freitas - BA, Brazil","BA","Lauro de Freitas",-12.87075,-38.30159
"AP",3800,140,3,1,"Buraquinho, Lauro de Freitas - BA, Brazil","BA","Lauro de Freitas",-12.88156,-38.281
"AP",600,88,2,2,"Praia do Forte, Mata de São João - BA, Brazil","BA","Mata de São João",-12.57754,-38.00636
"AP",1300,51,2,2,"Rua Doutor Gerino de Souza Filho, 2864 - Recreio Ipitanga, Lauro de Freitas - BA, Brazil","BA","Lauro de Freitas",NA,NA
"AP",750,47,2,1,"Rua José Leite, 686 - Caji, Lauro de Freitas - BA, Brazil","BA","Lauro de Freitas",NA,NA
"AP",2000,74,3,3,"Rua Itororó, 10 - Pitangueiras, Lauro de Freitas - BA, Brazil","BA","Lauro de Freitas",NA,NA
"AP",1800,85,3,2,"Rua São Martins, 30 - Vila Praiana, Lauro de Freitas - BA, Brazil","BA","Lauro de Freitas",NA,NA
"AP",1620,51,2,1,"Rua Doutor Gerino de Souza Filho - Recreio Ipitanga, Lauro de Freitas - BA, Brazil","BA","Lauro de Freitas",NA,NA
"AP",600,50,2,1,"Estrada do Côco - Portao, Lauro de Freitas - BA, Brazil","BA","Lauro de Freitas",-12.87382,-38.30541
"AP",2750,90,3,3,"Rua Ana C B Dias - Buraquinho, Lauro de Freitas - BA, Brazil","BA","Lauro de Freitas",NA,NA
"AP",1000,42,2,1,"Abrantes, Camaçari - BA, Brazil","BA","Camaçari",-12.78873,-38.28166
"AP",1500,56,2,2,"Rua Colônia Boa União, 1 - Abrantes, Camaçari - BA, Brazil","BA","Camaçari",NA,NA
"AP",1550,80,2,1,"Itinga, Lauro de Freitas - BA, Brazil","BA","Lauro de Freitas",-12.89052,-38.3455
"AP",3700,100,3,1,"Praia do Forte, Mata de São João - BA, Brazil","BA","Mata de São João",-12.57754,-38.00636
"AP",1500,52,2,1,"Abrantes, Camaçari - BA, Brazil","BA","Camaçari",-12.78873,-38.28166
"AP",900,44,2,1,"Avenida Professor Theócrito Batista - Caji, Lauro de Freitas - BA, Brazil","BA","Lauro de Freitas",NA,NA
"AP",2200,40,1,1,"Vilas do Atlantico, Lauro de Freitas - BA, Brazil","BA","Lauro de Freitas",-12.88612,-38.30005
"AP",1800,50,1,1,"Pitangueiras, Lauro de Freitas - BA, Brazil","BA","Lauro de Freitas",-12.88878,-38.3133
"AP",1700,70,3,2,"Rua Caminho das Árvores, 370 - Centro, Lauro de Freitas - BA, Brazil","BA","Lauro de Freitas",NA,NA
"AP",2500,55,2,2,"Rua Carlos Conceição - Buraquinho, Lauro de Freitas - BA, Brazil","BA","Lauro de Freitas",NA,NA
"AP",1703,58,2,1,"Centro, Lauro de Freitas - BA, Brazil","BA","Lauro de Freitas",-12.89161,-38.32675
"AP",1100,45,2,1,"Centro, Lauro de Freitas - BA, Brazil","BA","Lauro de Freitas",-12.89161,-38.32675
"AP",1600,80,2,3,"Pitangueiras, Lauro de Freitas - BA, Brazil","BA","Lauro de Freitas",-12.88878,-38.3133
"AP",2000,49,2,1,"Caji, Lauro de Freitas - BA, Brazil","BA","Lauro de Freitas",-12.8643,-38.32017
"AP",2700,65,2,2,"Centro, Lauro de Freitas - BA, Brazil","BA","Lauro de Freitas",-12.89161,-38.32675
"AP",3500,85,3,2,"Rua Itagi, 283 - Pitangueiras, Lauro de Freitas - BA, Brazil","BA","Lauro de Freitas",NA,NA
"AP",3500,80,1,1,"Praia do Forte, Mata de São João - BA, Brazil","BA","Mata de São João",-12.57754,-38.00636
"AP",890,46,2,1,"Rua Marise Rodrigues dos Santos Bahia, 162 - Recreio Ipitanga, Lauro de Freitas - BA, Brazil","BA","Lauro de Freitas",NA,NA
"AP",1800,48,1,1,"Rua São Paulo, 296 - Pitangueiras, Lauro de Freitas - BA, Brazil","BA","Lauro de Freitas",NA,NA
"AP",870,47,2,1,"Caji, Lauro de Freitas - BA, Brazil","BA","Lauro de Freitas",-12.8643,-38.32017
"AP",1800,32,1,1,"Avenida Praia de Copacabana, 23 - Vilas do Atlantico, Lauro de Freitas - BA, Brazil","BA","Lauro de Freitas",-12.8873,-38.28816
"AP",3200,92,3,2,"Pitangueiras, Lauro de Freitas - BA, Brazil","BA","Lauro de Freitas",-12.88878,-38.3133
"AP",2200,86,3,3,"Rua Itororó, 202 - Jardim Aeroporto, Lauro de Freitas - BA, Brazil","BA","Lauro de Freitas",NA,NA
"AP",2500,80,3,2,"Rua Carlos Conceição - Buraquinho, Lauro de Freitas - BA, Brazil","BA","Lauro de Freitas",NA,NA
"AP",1200,70,2,2,"Jauá, Camaçari - BA, Brazil","BA","Camaçari",-12.82199,-38.23287
"AP",1100,60,2,2,"Residencial Eldorado, Goiânia - GO, Brazil","GO","Goiânia",NA,NA
"AP",1600,78,3,2,"Rua Comendador Negrão de Lima - Negrão de Lima, Goiânia - GO, Brazil","GO","Goiânia",-16.65605,-49.24093
"AP",1200,51,1,1,"Setor Oeste, Goiânia - GO, Brazil","GO","Goiânia",-16.68122,-49.27217
"AP",1150,71,2,1,"Parque Amazônia, Goiânia - GO, Brazil","GO","Goiânia",-16.72685,-49.28161
"AP",1550,62,2,2,"Avenida Sergipe, 0 - Setor Campinas, Goiânia - GO, Brazil","GO","Goiânia",-16.66525,-49.29136
"AP",1300,70,3,2,"Rua Nossa Senhora do Carmo, s/n - Parque das Laranjeiras Acrescimo, Goiânia - GO, Brazil","GO","sn  Parque das Laranjeiras Acrescimo Goiânia",NA,NA
"AP",900,110,3,2,"Avenida São Raimundo, 1641 - Cristo Rei, Teresina - PI, Brazil","PI","Teresina",-5.097952,-42.79158
"AP",1000,71,3,1,"Noivos, Teresina - PI, Brazil","PI","Teresina",-5.084423,-42.78532
"AP",750,70,2,2,"Jardim Ana Lúcia, Goiânia - GO, Brazil","GO","Goiânia",-16.70064,-49.31335
"AP",1750,63,2,1,"Setor Bueno, Goiânia - GO, Brazil","GO","Goiânia",-16.69788,-49.27792
"AP",2000,46,1,1,"Rua T 53 - Setor Bueno, Goiânia - GO, Brazil","GO","Goiânia",-16.70053,-49.26729
"AP",900,74,3,2,"Parque Amazônia, Goiânia - GO, Brazil","GO","Goiânia",-16.72685,-49.28161
"AP",1200,105,3,1,"Avenida Milão, 751 - Loteamento Celina Park, Goiânia - GO, Brazil","GO","Goiânia",NA,NA
"AP",1000,75,2,2,"Alameda do Botafogo - Setor Central, Goiânia - GO, Brazil","GO","Goiânia",-16.67537,-49.2505
"AP",1500,41,1,1,"Setor Bueno, Goiânia - GO, Brazil","GO","Goiânia",-16.69788,-49.27792
"AP",2000,90,3,2,"Setor Bueno, Goiânia - GO, Brazil","GO","Goiânia",-16.69788,-49.27792
"AP",2300,100,3,3,"Rua C250, 20 - Setor Nova Suiça, Goiânia - GO, Brazil","GO","Goiânia",NA,NA
"AP",1200,50,2,1,"Rua S 4 - Setor Bela Vista, Goiânia - GO, Brazil","GO","Goiânia",-16.71249,-49.26128
"AP",1450,41,1,1,"Setor Bueno, Goiânia - GO, Brazil","GO","Goiânia",-16.69788,-49.27792
"AP",1000,75,2,2,"Setor Leste Universitário, Goiânia - GO, Brazil","GO","Goiânia",-16.67697,-49.24386
"AP",1100,75,3,1,"Santa Isabel, Teresina - PI, Brazil","PI","Teresina",-5.0756,-42.75783
"AP",900,55,3,3,"Fátima, Teresina - PI, Brazil","PI","Teresina",-5.068136,-42.7926
"AP",1250,65,2,2,"Avenida T 1, 0 - Setor Bueno, Goiânia - GO, Brazil","GO","Goiânia",-16.69172,-49.27814
"AP",1200,60,2,1,"Avenida Senador Area Leão, 6100 - Teresina, Teresina - PI, Brazil","PI","Teresina",-5.074123,-42.76832
"AP",700,52,2,1,"Morada do Sol, Teresina - PI, Brazil","PI","Teresina",-5.069592,-42.76625
"AP",2700,71,2,2,"Setor Marista, Goiânia - GO, Brazil","GO","Goiânia",-16.69989,-49.26251
"AP",1700,86,3,2,"ARSE 12 Alameda 3, 3 - Plano Diretor Sul, Palmas - TO, Brazil","TO","Palmas",NA,NA
"AP",1150,62,2,2,"804 Sul Alameda 10, 0 - Plano Diretor Sul, Palmas - TO, Brazil","TO","Palmas",NA,NA
"AP",1200,80,3,2,"Travessa Inca, S/N - Setor Negrão de Lima, Goiânia - GO, Brazil","GO","SN  Setor Negrão de Lima Goiânia",-16.65501,-49.24132
"AP",700,50,2,1,"Uruguai, Teresina - PI, Brazil","PI","Teresina",-5.069958,-42.74198
"AP",1700,85,3,2,"Rua T 64, 0 - Setor Bueno, Goiânia - GO, Brazil","GO","Goiânia",NA,NA
"AP",800,80,2,2,"Rua Penido Burnier, 66 - Parque Industrial Paulista, Goiânia - GO, Brazil","GO","Goiânia",-16.65393,-49.33737
"AP",1700,65,2,2,"Rua T 28, 1477 - Setor Bueno, Goiânia - GO, Brazil","GO","Goiânia",-16.69903,-49.27127
"AP",1500,86,3,2,"Rua 6, 15 - Jardim Goiás, Goiânia - GO, Brazil","GO","Goiânia",-16.69632,-49.24303
"AP",1450,40,1,1,"Rua Terezina, 98 - Alto da Glória, Goiânia - GO, Brazil","GO","Goiânia",NA,NA
"AP",1600,103,3,3,"Rua S 2, Rua S-2, N°292 Residencial. Bela Vista, Goiânia GO - Setor Bela Vista, Goiânia - GO, Brazil","GO","N292 Residencial Bela Vista",NA,NA
"AP",1350,64,2,2,"Rua 226 - Setor Leste Universitário, Goiânia - GO, Brazil","GO","Goiânia",-16.6762,-49.2406
"AP",1400,53,2,1,"Rua 259, 38 - Setor Leste Universitário, Goiânia - GO, Brazil","GO","Goiânia",-16.67851,-49.23658
"AP",900,40,1,1,"Rua 16 - Setor Central, Goiânia - GO, Brazil","GO","Goiânia",-16.67872,-49.25979
"AP",850,63,2,1,"Jardim Maria Inês, Aparecida de Goiânia - GO, Brazil","GO","Aparecida de Goiânia",-16.74962,-49.26076
"AP",1560,42,1,1,"Rua 9 A, 164 - Setor Oeste, Goiânia - GO, Brazil","GO","Goiânia",-16.68115,-49.26984
"AP",1200,63,2,2,"Rua Doutor Nelson Jorge - Jardim Bela Vista, Aparecida de Goiânia - GO, Brazil","GO","Aparecida de Goiânia",NA,NA
"AP",1200,61,2,2,"Avenida Perimetral Norte - Setor Candida de Morais, Goiânia - GO, Brazil","GO","Goiânia",-16.65255,-49.32956
"AP",900,70,3,1,"Rua José Torquato Viana, 1620 - Morada do Sol, Teresina - PI, Brazil","PI","Teresina",-5.070041,-42.76059
"AP",3500,105,3,4,"Avenida Olinda, 1 - Park Lozândes, Goiânia - GO, Brazil","GO","Goiânia",-16.69635,-49.22629
"AP",1350,75,3,2,"Rua SG 2, 0 - Residencial Sao Geraldo, Goiânia - GO, Brazil","GO","Goiânia",-16.59615,-49.26191
"AP",870,68,3,1,"Macaúba, Teresina - PI, Brazil","PI","Teresina",-5.106877,-42.80295
"AP",1250,62,2,2,"Avenida Armando de Godoy, 1 - Setor Negrão de Lima, Goiânia - GO, Brazil","GO","Goiânia",-16.65753,-49.24612
"AP",1750,39,1,1,"Rua 72 - Jardim Goiás, Goiânia - GO, Brazil","GO","Goiânia",-16.70282,-49.23323
"AP",2250,95,3,2,"Avenida Copacabana, 0 - Jardim Atlântico, Goiânia - GO, Brazil","GO","Goiânia",-16.73685,-49.296
"AP",1250,59,2,2,"Avenida Leblon, 0 - Jardim Atlântico, Goiânia - GO, Brazil","GO","Goiânia",-16.7401,-49.28871
"AP",2000,80,3,1,"Rua C153, 0 - Jardim América, Goiânia - GO, Brazil","GO","Goiânia",NA,NA
"AP",620,70,2,1,"Avenida Segunda Radial, S/N - Setor Pedro Ludovico, Goiânia - GO, Brazil","GO","SN  Setor Pedro Ludovico Goiânia",-16.71355,-49.25078
"AP",1400,96,3,3,"Fátima, Teresina - PI, Brazil","PI","Teresina",-5.068136,-42.7926
"AP",1600,40,1,1,"Rua SR 4, 100 - Setor Recanto das Minas Gerais, Goiânia - GO, Brazil","GO","Goiânia",-16.63794,-49.1878
"AP",1500,50,2,2,"Avenida Décima Primeira Avenida, 1029 - Setor Leste Universitário, Goiânia - GO, Brazil","GO","Goiânia",-16.68169,-49.24764
"AP",2950,114,3,2,"Avenida T 13, 786 - Setor Bueno, Goiânia - GO, Brazil","GO","Goiânia",NA,NA
"AP",550,70,2,2,"Setor dos Afonsos, Aparecida de Goiânia - GO, Brazil","GO","Aparecida de Goiânia",-16.73993,-49.26767
"AP",3800,156,4,1,"Jóquei, Teresina - PI, Brazil","PI","Teresina",-5.076237,-42.78953
"AP",1100,57,3,3,"Vila Operária, Teresina - PI, Brazil","PI","Teresina",-5.074497,-42.81817
"AP",1400,77,3,2,"Jardim Goiás, Goiânia - GO, Brazil","GO","Goiânia",-16.70242,-49.2386
"AP",790,60,2,1,"Jardim Ipê, Goiânia - GO, Brazil","GO","Goiânia",-16.62552,-49.28084
"AP",2950,214,4,1,"Avenida Deputado Sílvio Teixeira, 600 - Jardins, Aracaju - SE, Brazil","SE","Aracaju",-10.94211,-37.05634
"AP",800,50,2,2,"Avenida Etelvino Alves de Lima, 85 - Inácio Barbosa, Aracaju - SE, Brazil","SE","Aracaju",-10.95895,-37.07922
"AP",1200,65,3,1,"Avenida Adélia Franco, 3580 - Luzia, Aracaju - SE, Brazil","SE","Aracaju",-10.9376,-37.06347
"AP",1100,110,3,3,"Rua Tenente Wendel Quaranta dos Santos, 1371 - Suíssa, Aracaju - SE, Brazil","SE","Aracaju",NA,NA
"AP",1800,80,2,1,"Rua Percílio da Costa Andrade, 175 - Treze de Julho, Aracaju - SE, Brazil","SE","Aracaju",-10.93225,-37.05171
"AP",2630,102,2,3,"Atalaia, Aracaju - SE, Brazil","SE","Aracaju",-10.98884,-37.05214
"AP",650,64,4,1,"Farolândia, Aracaju - SE, Brazil","SE","Aracaju",-10.96745,-37.06407
"AP",900,75,3,2,"Farolândia, Aracaju - SE, Brazil","SE","Aracaju",-10.96745,-37.06407
"AP",1500,88,3,2,"Rua Alferes José Pedro de Brito, 100 - Farolândia, Aracaju - SE, Brazil","SE","Aracaju",-10.96876,-37.05482
"AP",1200,100,3,1,"Treze de Julho, Aracaju - SE, Brazil","SE","Aracaju",-10.92994,-37.0483
"AP",680,55,2,1,"Rua Projetada, 0 - Centro, São Cristóvão - SE, Brazil","SE","São Cristóvão",-20.34044,-40.30485
"AP",790,62,3,1,"Avenida Murilo Dantas, 1155 - Farolândia, Aracaju - SE, Brazil","SE","Aracaju",-10.96983,-37.06003
"AP",1000,60,3,1,"Avenida Murilo Dantas, 1155 - Farolândia, Aracaju - SE, Brazil","SE","Aracaju",-10.96983,-37.06003
"AP",650,60,2,1,"Rua Soldado Manoel Ferreira de Melo, 60 - São Conrado, Aracaju - SE, Brazil","SE","Aracaju",-10.96649,-37.08274
"AP",2000,90,3,1,"Rua Maye Bell Taylor, 150 - Luzia, Aracaju - SE, Brazil","SE","Aracaju",-10.92973,-37.06562
"AP",1700,104,3,2,"Jardins, Aracaju - SE, Brazil","SE","Aracaju",-10.94469,-37.05643
"AP",640,50,2,1,"Avenida Presidente João Goulart, 85 - Inácio Barbosa, Aracaju - SE, Brazil","SE","Aracaju",NA,NA
"AP",850,74,3,2,"Avenida Silvério Leite Fontes - Aeroporto, Aracaju - SE, Brazil","SE","Aracaju",-10.99403,-37.07834
"AP",800,64,3,1,"Porto Dantas, Aracaju - SE, Brazil","SE","Aracaju",-10.8747,-37.05554
"AP",1400,80,3,2,"Avenida Franklin de Campos Sobral, 1623 - Grageru, Aracaju - SE, Brazil","SE","Aracaju",-10.94523,-37.06409
"AP",550,60,3,1,"Estrada da Cabrita, 722 - Jabotiana, Aracaju - SE, Brazil","SE","Aracaju",-10.94139,-37.08862
"AP",800,71,3,1,"Rua Antônio José dos Santos - Jabotiana, Aracaju - SE, Brazil","SE","Aracaju",-10.94549,-37.09307
"AP",600,68,2,1,"Avenida Augusto Franco - Ponto Novo, Aracaju - SE, Brazil","SE","Aracaju",-10.93918,-37.07702
"AP",850,68,3,1,"Avenida Alexandre Alcino, 150 - Aeroporto, Aracaju - SE, Brazil","SE","Aracaju",-10.97629,-37.08046
"AP",1500,79,3,2,"Avenida Maria Pastora, 870 - Farolândia, Aracaju - SE, Brazil","SE","Aracaju",-10.97364,-37.0607
"AP",900,54,2,1,"Rua José Barreto Fontes, 200 - Aeroporto, Aracaju - SE, Brazil","SE","Aracaju",-10.98941,-37.07186
"AP",1400,95,3,1,"Avenida Adélia Franco, 2719 - Grageru, Aracaju - SE, Brazil","SE","Aracaju",-10.93838,-37.06315
"AP",1300,94,3,4,"Coroa do Meio, Aracaju - SE, Brazil","SE","Aracaju",-10.96426,-37.0431
"AP",1250,90,3,2,"Pereira Lobo, Aracaju - SE, Brazil","SE","Aracaju",-10.92493,-37.06963
"AP",950,62,3,1,"Praça Antonio Newton Menezes Porto, 305 - Jabotiana, Aracaju - SE, Brazil","SE","Aracaju",NA,NA
"AP",500,60,3,1,"Rua Jasiel de Brito Côrtes, 655 - Jabotiana, Aracaju - SE, Brazil","SE","Aracaju",NA,NA
"AP",1000,65,3,1,"Rua Jorge Mangueira Lobão, 179 - Aruana, Aracaju - SE, Brazil","SE","Aracaju",NA,NA
"AP",1000,80,3,1,"Avenida Franklin de Campos Sobral, 1623 - Grageru, Aracaju - SE, Brazil","SE","Aracaju",-10.94523,-37.06409
"AP",800,62,3,2,"Rua do Horto, 240 - Jabotiana, Aracaju - SE, Brazil","SE","Aracaju",NA,NA
"AP",850,55,2,1,"Centro, Barra dos Coqueiros - SE, Brazil","SE","Barra dos Coqueiros",-10.90757,-37.03862
"AP",750,61,2,1,"Avenida Marginal, s/n Conjunto E Gomes, 3030 - Rosa Elze, São Cristóvão - SE, Brazil","SE","3030  Rosa Elze",NA,NA
"AP",800,59,2,1,"Avenida Mangabeira, 1701 - Centro, Barra dos Coqueiros - SE, Brazil","SE","Barra dos Coqueiros",NA,NA
"AP",800,72,3,1,"Rua João Gêniton da Costa, 501 - Jabotiana, Aracaju - SE, Brazil","SE","Aracaju",-10.92841,-37.08364
"AP",1800,105,3,2,"Grageru, Aracaju - SE, Brazil","SE","Aracaju",-10.9372,-37.0605
"AP",900,75,3,2,"Suíssa, Aracaju - SE, Brazil","SE","Aracaju",NA,NA
"AP",1500,80,3,2,"Farolândia, Aracaju - SE, Brazil","SE","Aracaju",-10.96745,-37.06407
"AP",1150,49,2,1,"Inácio Barbosa, Aracaju - SE, Brazil","SE","Aracaju",-10.95439,-37.06324
"AP",1500,50,2,1,"Inácio Barbosa, Aracaju - SE, Brazil","SE","Aracaju",-10.95439,-37.06324
"AP",2000,93,3,3,"Farolândia, Aracaju - SE, Brazil","SE","Aracaju",-10.96745,-37.06407
"AP",850,90,3,1,"Rua Jornalista Paulo Costa, 775 - Atalaia, Aracaju - SE, Brazil","SE","Aracaju",-10.9915,-37.05353
"AP",1000,74,3,1,"Avenida Adélia Franco, 3662 - Inácio Barbosa, Aracaju - SE, Brazil","SE","Aracaju",-10.94767,-37.07227
"AP",1200,72,3,1,"Rua Professora Ofenísia Freire, 55 - Farolândia, Aracaju - SE, Brazil","SE","Aracaju",NA,NA
"AP",850,59,2,1,"Rua Quirino, 85 - Inácio Barbosa, Aracaju - SE, Brazil","SE","Aracaju",NA,NA
"AP",650,51,3,1,"Avenida Marechal Cândido Mariano da Silva Rondon, 431 - Jabotiana, Aracaju - SE, Brazil","SE","Aracaju",-10.91917,-37.08532
"AP",600,50,2,1,"Rua Miron de Oliveira Ribeiro, 245 - Santo Antônio, Aracaju - SE, Brazil","SE","Aracaju",-10.89186,-37.06399
"AP",1100,57,2,1,"Travessa Projetada, 0 - Centro, Barra dos Coqueiros - SE, Brazil","SE","Barra dos Coqueiros",NA,NA
"AP",1300,67,3,2,"Aeroporto, Aracaju - SE, Brazil","SE","Aracaju",-10.98822,-37.0732
"AP",583,47,2,2,"Inácio Barbosa, Aracaju - SE, Brazil","SE","Aracaju",-10.95439,-37.06324
"AP",980,52,2,1,"Rua Cândido Inácio - Aeroporto, Aracaju - SE, Brazil","SE","Aracaju",NA,NA
"AP",1200,68,3,2,"Avenida Adélia Franco - Luzia, Aracaju - SE, Brazil","SE","Aracaju",-10.94298,-37.06804
"AP",1100,57,2,1,"Avenida Paulo Maia Lopes, 80 - Centro, Barra dos Coqueiros - SE, Brazil","SE","Barra dos Coqueiros",NA,NA
"AP",800,60,2,2,"Avenida Alexandre Alcino, 150 - Aeroporto, Aracaju - SE, Brazil","SE","Aracaju",-10.97629,-37.08046
"AP",2400,160,3,3,"São José, Aracaju - SE, Brazil","SE","Aracaju",-10.92274,-37.05128
"AP",600,60,2,1,"Rua Padre Nestor Sampaio, 115 - Luzia, Aracaju - SE, Brazil","SE","Aracaju",-10.93765,-37.06694
"AP",600,68,3,1,"Farolândia, Aracaju - SE, Brazil","SE","Aracaju",-10.96745,-37.06407
"AP",600,41,2,1,"SE-100, 0 - Centro, Barra dos Coqueiros - SE, Brazil","SE","Barra dos Coqueiros",-10.81058,-36.94092
"AP",800,128,3,3,"Luzia, Aracaju - SE, Brazil","SE","Aracaju",-10.93514,-37.06715
"AP",1000,68,3,1,"Rua Padre Nestor Sampaio - Luzia, Aracaju - SE, Brazil","SE","Aracaju",-10.93765,-37.06694
"AP",1400,80,3,1,"Avenida Franklin de Campos Sobral, 1623 - Grageru, Aracaju - SE, Brazil","SE","Aracaju",-10.94523,-37.06409
"AP",500,60,3,1,"Rosa Elze, São Cristóvão - SE, Brazil","SE","São Cristóvão",-10.92604,-37.107
"AP",600,60,3,1,"São Conrado, Aracaju - SE, Brazil","SE","Aracaju",-10.96303,-37.07776
"AP",540,70,3,2,"Estrada da Cabrita - Jabotiana, Aracaju - SE, Brazil","SE","Aracaju",-10.94139,-37.08862
"AP",2100,75,3,2,"Luzia, Aracaju - SE, Brazil","SE","Aracaju",-10.93514,-37.06715
"AP",1200,94,3,4,"Coroa do Meio, Aracaju - SE, Brazil","SE","Aracaju",-10.96426,-37.0431
"AP",1750,55,2,2,"Inácio Barbosa, Aracaju - SE, Brazil","SE","Aracaju",-10.95439,-37.06324
"AP",1200,101,3,3,"Coroa do Meio, Aracaju - SE, Brazil","SE","Aracaju",-10.96426,-37.0431
"AP",400,110,3,1,"Rua Frei Paulo, 455 - Suíssa, Aracaju - SE, Brazil","SE","Aracaju",NA,NA
"AP",1000,74,3,1,"Avenida Adélia Franco, 3669 - Inácio Barbosa, Aracaju - SE, Brazil","SE","Aracaju",-10.94767,-37.07227
