"Tipo","Preco","Area","Quartos","Banheiros","Endereco","Estado","Cidade","lat","long"
"AP",2300,116,3,1,"Santa Maria, Uberlândia - MG, Brazil","MG","Uberlândia",-18.99398,-49.46231
"AP",1300,60,2,2,"Rua Barão de Mesquita - Andaraí, Rio de Janeiro - RJ, Brazil","RJ","Rio de Janeiro",-22.92462,-43.24315
"AP",1200,71,3,2,"Nova Ribeirânia, Ribeirão Preto - SP, Brazil","SP","Ribeirão Preto",-21.19565,-47.78149
"AP",2500,68,3,2,"Rua Castro Alves - Aclimação, São Paulo - SP, Brazil","SP","São Paulo",-23.56945,-46.63619
"AP",750,73,2,1,"Piracicamirim, Piracicaba - SP, Brazil","SP","Piracicaba",-22.74217,-47.62528
"AP",2400,131,3,1,"Nossa Senhora Aparecida, Uberlândia - MG, Brazil","MG","Uberlândia",-18.95476,-49.45578
"AP",1100,78,2,1,"Rua Benedito Ferreira Candelaria, 114 - Vila Paganini, São José dos Campos - SP, Brazil","SP","São José dos Campos",NA,NA
"AP",2300,60,2,1,"Rua Monte Alegre, 1120 - Perdizes, São Paulo - SP, Brazil","SP","São Paulo",-23.54343,-46.67466
"AP",2500,47,2,1,"Vila Jardini, Sorocaba - SP, Brazil","SP","Sorocaba",-23.51062,-47.47646
"AP",637,48,1,1,"Avenida Fábio Araújo Santos, 1245 - Nonoai, Porto Alegre - RS, Brazil","RS","Porto Alegre",-30.09492,-51.22142
"AP",1648,51,2,1,"Rua Eugene Carriere, 30 - Butantã, São Paulo - SP, Brazil","SP","São Paulo",NA,NA
"AP",600,54,2,1,"Dois Córregos, Piracicaba - SP, Brazil","SP","Piracicaba",-22.74444,-47.60067
"AP",4800,64,1,2,"Rua Padre José Teixeira, 93 - Cambuí, Campinas - SP, Brazil","SP","Campinas",-22.90018,-47.05272
"AP",800,51,1,2,"Chácara Letônia, Americana - SP, Brazil","SP","Americana",-22.72266,-47.28328
"AP",3000,129,3,1,"Rua Marquês de Itu - Vila Buarque, São Paulo - SP, Brazil","SP","São Paulo",-23.54387,-46.64558
"AP",1300,68,1,1,"Rua Elza Maria Ferreira, 64 - Trindade, Florianópolis - SC, Brazil","SC","Florianópolis",NA,NA
"AP",1750,50,2,1,"Bairro da Vossoroca, Sorocaba - SP, Brazil","SP","Sorocaba",NA,NA
"AP",1020,60,2,1,"Avenida Edmundo Amaral, 3935 - Piratininga, Osasco - SP, Brazil","SP","Osasco",-23.51618,-46.80259
"AP",3403,50,1,1,"Rua Doutor Jesuíno Maciel - Campo Belo, São Paulo - SP, Brazil","SP","São Paulo",-23.62656,-46.66388
"AP",1400,43,1,1,"Rua Adolfo Gordo, 100 - Campos Eliseos, São Paulo - SP, Brazil","SP","São Paulo",NA,NA
"AP",1100,35,1,1,"Rua General Jardim, 373 - Santa Cecília, São Paulo - SP, Brazil","SP","São Paulo",NA,NA
"AP",700,50,1,1,"Rua Diadema - Polvilho, Cajamar - SP, Brazil","SP","Cajamar",-23.4111,-46.82989
"AP",4000,140,3,2,"Interlagos, São Paulo - SP, Brazil","SP","São Paulo",-23.70193,-46.69671
"AP",3900,63,2,3,"Rua Oswaldo Cruz - Boqueirão, Santos - SP, Brazil","SP","Santos",-24.00248,-46.41931
"AP",800,42,1,1,"Rua Waldomiro Souza, 20 - Jardim do Salso, Porto Alegre - RS, Brazil","RS","Porto Alegre",-30.05,-51.16474
"AP",1500,85,3,3,"Rua Arquiteto José Augusto Silva, 761 - Mansões Santo Antônio, Campinas - SP, Brazil","SP","Campinas",NA,NA
"AP",1112,85,2,2,"Jardim Bethania, São Carlos - SP, Brazil","SP","São Carlos",-22.01458,-47.89996
"AP",1829,40,1,1,"Rua Augusto dos Anjos - Alphaville, Barueri - SP, Brazil","SP","Barueri",NA,NA
"AP",1750,112,3,2,"Jardim Sao Carlos, Sumare - SP, Brazil","SP","Sumare",-22.81737,-47.27657
"AP",1700,35,1,1,"Rua Caramuru - Saúde, São Paulo - SP, Brazil","SP","São Paulo",-23.61086,-46.63688
"AP",4200,95,3,3,"Rua Bueno Brandão, 444 - Vila Nova Conceição, São Paulo - SP, Brazil","SP","São Paulo",NA,NA
"AP",1900,66,2,2,"Avenida Bento Gonçalves, 1515 - Partenon, Porto Alegre - RS, Brazil","RS","Porto Alegre",-30.06398,-51.15878
"AP",771,50,2,1,"Rua Coronel Almeida, 141 - Piedade, Rio de Janeiro - RJ, Brazil","RJ","Rio de Janeiro",-22.88803,-43.30405
"AP",650,40,1,1,"Avenida do Forte - Vila Ipiranga, Porto Alegre - RS, Brazil","RS","Porto Alegre",-30.01847,-51.15219
"AP",5000,68,2,2,"Rua Professor José Leite e Oiticica, 434 - Brooklin, São Paulo - SP, Brazil","SP","São Paulo",-23.62024,-46.69831
"AP",1200,93,3,1,"Jardim São Domingos, Americana - SP, Brazil","SP","Americana",NA,NA
"AP",2200,63,2,1,"Rua Alexandre Calame - Jaguaré, São Paulo - SP, Brazil","SP","São Paulo",-23.55308,-46.73935
"AP",1300,50,2,1,"Bairro da Vossoroca, Sorocaba - SP, Brazil","SP","Sorocaba",NA,NA
"AP",2000,70,2,1,"Rua Amazonas - Campo Grande, Santos - SP, Brazil","SP","Santos",-23.95297,-46.33405
"AP",3500,120,3,2,"Avenida Gastão Senges - Barra da Tijuca, Rio de Janeiro - RJ, Brazil","RJ","Rio de Janeiro",-23.00385,-43.34228
"AP",3800,50,2,1,"Rua Martiniano de Carvalho, 1049 - Paraíso, São Paulo - SP, Brazil","SP","São Paulo",NA,NA
"AP",2500,53,1,1,"Rua Maracá, 301 - Vila Guarani, São Paulo - SP, Brazil","SP","São Paulo",-23.63467,-46.63852
"AP",12000,250,3,3,"Rua Marret - Vila Progresso, Guarulhos - SP, Brazil","SP","Guarulhos",-23.45926,-46.53442
"AP",800,105,2,1,"Três Vendas, Pelotas - RS, Brazil","RS","Pelotas",-31.73,-52.3438
"AP",3950,115,3,1,"Rua Doutor Samuel Porto - Saúde, São Paulo - SP, Brazil","SP","São Paulo",-23.61513,-46.63963
"AP",950,54,2,1,"Vila Pompéia, Campinas - SP, Brazil","SP","Campinas",-22.92928,-47.0873
"AP",2700,34,1,1,"Rua Aurora, 756 - Santa Ifigênia, São Paulo - SP, Brazil","SP","São Paulo",-23.54168,-46.64303
"AP",5000,160,3,2,"Rua Pedroso Alvarenga, 260 - Itaim Bibi, São Paulo - SP, Brazil","SP","São Paulo",-23.58231,-46.6803
"AP",1000,67,3,1,"Centro, Americana - SP, Brazil","SP","Americana",-22.74109,-47.32986
"AP",2800,58,1,2,"Boqueirão, Santos - SP, Brazil","SP","Santos",-23.96607,-46.32299
"AP",1300,50,2,1,"Rua Jaguaré - Jaguaré, São Paulo - SP, Brazil","SP","São Paulo",-23.55282,-46.74548
"AP",2100,280,3,3,"Praça Seca, Rio de Janeiro - RJ, Brazil","RJ","Rio de Janeiro",-22.89926,-43.35278
"AP",2100,57,2,2,"Rua Carlos Weber - Vila Leopoldina, São Paulo - SP, Brazil","SP","São Paulo",-23.53255,-46.72615
"AP",4500,67,1,2,"Rua Funchal, 439 - Vila Olímpia, São Paulo - SP, Brazil","SP","São Paulo",-23.59476,-46.69015
"AP",800,58,1,2,"Rua Boaventura do Amaral, 987 - Centro, Campinas - SP, Brazil","SP","Campinas",-22.90949,-47.05249
"AP",1100,78,2,1,"Rua Benedito Ferreira Candelaria, 114 - Vila Paganini, São José dos Campos - SP, Brazil","SP","São José dos Campos",NA,NA
"AP",900,56,2,1,"Vila Amélia, Ribeirão Preto - SP, Brazil","SP","Ribeirão Preto",NA,NA
"AP",1400,85,2,2,"Vila Nova, Santos - SP, Brazil","SP","Santos",-23.94077,-46.32222
"AP",1500,60,2,2,"Rua Oneyda Alvarenga - Saúde, São Paulo - SP, Brazil","SP","São Paulo",-23.61637,-46.62499
"AP",1100,80,2,1,"Rio Acima, Votorantim - SP, Brazil","SP","Votorantim",-23.538,-47.43599
"AP",5000,96,3,2,"Rua Aimberê - Pompeia, São Paulo - SP, Brazil","SP","São Paulo",-23.53342,-46.67866
"AP",800,32,1,1,"Bom Retiro, Joinville - SC, Brazil","SC","Joinville",-26.26093,-48.84192
"AP",1432,20,1,1,"Consolação, São Paulo - SP, Brazil","SP","São Paulo",-23.55782,-46.66054
"AP",4000,110,3,3,"Rua Fradique Coutinho, 464 - Pinheiros, São Paulo - SP, Brazil","SP","São Paulo",-23.56576,-46.6847
"AP",1300,85,3,1,"Jardim Zara, Ribeirão Preto - SP, Brazil","SP","Ribeirão Preto",-21.17868,-47.76759
"AP",1990,41,1,1,"Copacabana, Rio de Janeiro - RJ, Brazil","RJ","Rio de Janeiro",-22.97196,-43.18434
"AP",1200,42,2,1,"Rua Coronel Euclides Machado, 165 - Freguesia do Ó, São Paulo - SP, Brazil","SP","São Paulo",NA,NA
"AP",2050,60,2,1,"Passeio das Palmeiras, 520 - Parque Faber Castell I, São Carlos - SP, Brazil","SP","São Carlos",NA,NA
"AP",2700,50,1,1,"Rua Antônio de Macedo Soares - Campo Belo, São Paulo - SP, Brazil","SP","São Paulo",-23.62125,-46.67427
"AP",650,56,1,1,"Rua Padre Tiago, 22 - São Mateus, Juiz de Fora - MG, Brazil","MG","Juiz de Fora",-21.77022,-43.3516
"AP",2000,100,2,1,"Vila Guilhermina, Praia Grande - SP, Brazil","SP","Praia Grande",NA,NA
"AP",1800,80,2,2,"Rua Ramiro Barcelos, 2129 - Santana, Porto Alegre - RS, Brazil","RS","Porto Alegre",-30.04357,-51.20748
"AP",3050,85,3,2,"Avenida Senador Casimiro da Rocha - Vila Mariana, São Paulo - SP, Brazil","SP","São Paulo",NA,NA
"AP",1100,53,2,1,"Rua Padre Anchieta, 1920 - Lucas Araújo, Passo Fundo - RS, Brazil","RS","Passo Fundo",NA,NA
"AP",5300,42,1,1,"Rua Elvira Ferraz, 250 - Vila Olímpia, São Paulo - SP, Brazil","SP","São Paulo",-23.59439,-46.68225
"AP",5028,33,1,1,"Brooklin, São Paulo - SP, Brazil","SP","São Paulo",-23.6268,-46.68813
"AP",1400,123,4,4,"Rua Eduardo Garcia, 700 - Aldeota, Fortaleza - CE, Brazil","CE","Fortaleza",-3.738368,-38.49852
"AP",3800,60,2,1,"Rua Melo Alves, 550 - Jardim Paulista, São Paulo - SP, Brazil","SP","São Paulo",-23.56184,-46.67146
"AP",4400,52,1,1,"Rua Fidêncio Ramos, 74 - Vila Olímpia, São Paulo - SP, Brazil","SP","São Paulo",-23.59561,-46.68812
"AP",6000,158,4,4,"Rua Nebraska, 309 - Brooklin, São Paulo - SP, Brazil","SP","São Paulo",-23.60971,-46.68232
"AP",1300,56,2,2,"Vila Guaraciaba, Santo André - SP, Brazil","SP","Santo André",-23.68756,-46.49691
"AP",5100,73,2,2,"Rua Leopoldo de Bulhões, 35 - Moema, São Paulo - SP, Brazil","SP","São Paulo",-23.59277,-46.651
"AP",3250,89,2,2,"Rua Apinajés, 1268 - Sumaré, São Paulo - SP, Brazil","SP","São Paulo",-23.54755,-46.68733
"AP",2500,45,1,1,"Alameda dos Nhambiquaras, 843 - Moema, São Paulo - SP, Brazil","SP","São Paulo",-23.60659,-46.65879
"AP",3800,97,2,4,"Rua Doutor José Áureo Bustamante, 183 - Santo Amaro, São Paulo - SP, Brazil","SP","São Paulo",-23.62446,-46.69682
"AP",900,69,3,1,"Centro, Ribeirão Preto - SP, Brazil","SP","Ribeirão Preto",-21.17809,-47.80937
"AP",1020,58,2,1,"Rua dos Americanos, 320 - Baeta Neves, São Bernardo do Campo - SP, Brazil","SP","São Bernardo do Campo",-23.68476,-46.54437
"AP",1800,78,3,2,"Rua João Batista da Silva Lessa - Glória, Macaé - RJ, Brazil","RJ","Macaé",NA,NA
"AP",1100,56,2,1,"Avenida Sara Zirlis - Vila Lutecia, Santo André - SP, Brazil","SP","Santo André",-23.69311,-46.50544
"AP",2500,100,3,3,"Rua Doutor Emílio Ribas, 140 - Cambuí, Campinas - SP, Brazil","SP","Campinas",-22.90174,-47.04875
"AP",1400,50,2,1,"Rua Doutor Jaci Barbosa - Vila Carrão, São Paulo - SP, Brazil","SP","São Paulo",-23.55289,-46.52484
"AP",4086,21,1,1,"Vila Mariana, São Paulo - SP, Brazil","SP","São Paulo",-23.5837,-46.63274
"AP",3800,140,3,3,"Rua Almirante Saddock de Sá - Ipanema, Rio de Janeiro - RJ, Brazil","RJ","Rio de Janeiro",-22.98042,-43.20259
"AP",1400,60,3,1,"Rua Frei Germano, 200 - Partenon, Porto Alegre - RS, Brazil","RS","Porto Alegre",-30.0559,-51.16705
"AP",700,56,3,1,"Rua Luiz Carlos de Aguiar Machado, 120 - Jabotiana, Aracaju - SE, Brazil","SE","Aracaju",NA,NA
"AP",1350,50,2,1,"Rua Coronel João Albuquerque Lins de Barros - Parque São Vicente, Mauá - SP, Brazil","SP","Mauá",NA,NA
"AP",2500,50,2,2,"Rua Canário, 981 - Moema, São Paulo - SP, Brazil","SP","São Paulo",-23.59932,-46.66512
"AP",1000,66,2,2,"Centro, Santa Maria - RS, Brazil","RS","Santa Maria",-29.68713,-53.80663
"AP",3500,180,3,3,"Pompeia, Santos - SP, Brazil","SP","Santos",-23.96535,-46.34183
"AP",3800,57,1,1,"Rua Fernão Dias - Pinheiros, São Paulo - SP, Brazil","SP","São Paulo",-23.56083,-46.69537
"AP",2000,95,3,2,"Rua Cândido dos Santos, 121 - Parque Morumbi, Votorantim - SP, Brazil","SP","Votorantim",-23.53797,-47.45914
"AP",2500,60,1,1,"José Menino, Santos - SP, Brazil","SP","Santos",-23.96676,-46.34966
"AP",2400,49,1,1,"Rua Desembargador Euclides da Silveira, 96 - Casa Verde, São Paulo - SP, Brazil","SP","São Paulo",-23.50831,-46.65181
"AP",4300,94,2,4,"Rua Duílio - Água Branca, São Paulo - SP, Brazil","SP","São Paulo",-23.52507,-46.69315
"AP",1500,70,2,2,"Rua Pereira de Miranda, 575 - Papicu, Fortaleza - CE, Brazil","CE","Fortaleza",-3.744192,-38.46808
"AP",1800,45,2,1,"Rua O Tempo e O Vento, 745 - Anil, Rio de Janeiro - RJ, Brazil","RJ","Rio de Janeiro",-22.96325,-43.34054
"AP",2100,55,1,1,"Rua Ceará, 1620 - Savassi, Belo Horizonte - MG, Brazil","MG","Belo Horizonte",-19.937,-43.92969
"AP",2100,42,1,1,"Rua Doutor José Milton de Freitas - Jardim Walkiria, São José do Rio Preto - SP, Brazil","SP","São José do Rio Preto",NA,NA
"AP",4200,60,2,1,"Rua Gomes de Carvalho - Vila Olímpia, São Paulo - SP, Brazil","SP","São Paulo",-23.59347,-46.69165
"AP",750,38,1,1,"Rua Baronesa do Gravataí - Cidade Baixa, Porto Alegre - RS, Brazil","RS","Porto Alegre",-30.04187,-51.22617
"AP",5000,63,1,2,"Rua Jean Peltier, 311 - Brooklin, São Paulo - SP, Brazil","SP","São Paulo",-23.61251,-46.69656
"AP",1205,38,2,1,"Penha De Franca, São Paulo - SP, Brazil","SP","São Paulo",-23.52368,-46.54378
"AP",2500,50,1,1,"Gonzaga, Santos - SP, Brazil","SP","Santos",-23.96385,-46.33304
"AP",4185,130,3,3,"Rua Conselheiro Brotero, 596 - Higienópolis, São Paulo - SP, Brazil","SP","São Paulo",-23.54053,-46.66154
"AP",4300,48,1,1,"Vila Nova Conceição, São Paulo - SP, Brazil","SP","São Paulo",-23.05034,-47.83278
"AP",600,100,3,2,"Avenida da Saudade - Campos Eliseos, Ribeirão Preto - SP, Brazil","SP","Ribeirão Preto",NA,NA
"AP",1400,45,1,1,"Rua Doutor Samuel Porto - Saúde, São Paulo - SP, Brazil","SP","São Paulo",-23.61513,-46.63963
"AP",2800,51,1,2,"Cambuí, Campinas - SP, Brazil","SP","Campinas",-22.89222,-47.04972
"AP",1000,48,2,1,"Rua Tiradentes - Jardim Irajá, São Bernardo do Campo - SP, Brazil","SP","São Bernardo do Campo",NA,NA
"AP",3500,126,3,3,"Chácara Inglesa, São Paulo - SP, Brazil","SP","São Paulo",-23.60831,-46.63232
"AP",849,40,1,1,"Rua Barão do Gravataí, 518 - Menino Deus, Porto Alegre - RS, Brazil","RS","Porto Alegre",-30.04463,-51.22313
"AP",2800,89,2,1,"Alameda Princesa Izabel - Bigorrilho, Curitiba - PR, Brazil","PR","Curitiba",-25.43475,-49.29513
"AP",1112,40,1,1,"Rua Adolfo Catani, 775 - Jardim Macarengo, São Carlos - SP, Brazil","SP","São Carlos",NA,NA
"AP",2160,68,3,2,"Rua Piratininga, 833 - Móoca, São Paulo - SP, Brazil","SP","São Paulo",NA,NA
"AP",900,120,3,3,"Rua General Osório, 1280 - Centro, Campinas - SP, Brazil","SP","Campinas",-22.90338,-47.04979
"AP",1005,67,2,1,"Centro, São Bernardo do Campo - SP, Brazil","SP","São Bernardo do Campo",-23.70803,-46.55067
"AP",1100,38,1,1,"Petrópolis, Porto Alegre - RS, Brazil","RS","Porto Alegre",-30.03941,-51.18302
"AP",3800,57,2,2,"Rua Sena Madureira - Vila Mariana, São Paulo - SP, Brazil","SP","São Paulo",-23.5937,-46.64012
"AP",880,50,2,1,"Rua Professor Flávio Wustemberg, 1 - Jardim Carlos Lourenço, Campinas - SP, Brazil","SP","Campinas",NA,NA
"AP",3400,110,3,3,"Avenida General Rondon - Jardim Astúrias, Guarujá - SP, Brazil","SP","Guarujá",NA,NA
"AP",2199,50,2,1,"Avenida Interlagos, 1609 - Jardim Marajoara, São Paulo - SP, Brazil","SP","São Paulo",-23.66702,-46.67783
"AP",1500,38,1,1,"SCRN 708/709 Bloco B, Entrada 42 - Asa Norte, Brasília - DF, Brazil","DF","Brasília",-15.76368,-47.89205
"AP",1000,50,2,1,"Rua André Moreno Ramires - Jardim Sao Marcos, Sorocaba - SP, Brazil","SP","Sorocaba",-23.50848,-47.50692
"AP",1300,70,2,1,"Rua Bernardo Lobo, 92 - Vila Nogueira, Diadema - SP, Brazil","SP","Diadema",-23.68601,-46.59707
"AP",900,49,2,1,"Rua Maestro Mendanha - Centro, Pelotas - RS, Brazil","RS","Pelotas",NA,NA
"AP",5000,75,2,2,"Enseada, Guarujá - SP, Brazil","SP","Guarujá",-23.98406,-46.23111
"AP",3500,45,1,1,"Avenida Eusébio Matoso - Pinheiros, São Paulo - SP, Brazil","SP","São Paulo",-23.57188,-46.69782
"AP",1825,38,1,1,"Vila Augusta, Guarulhos - SP, Brazil","SP","Guarulhos",-23.47883,-46.54107
"AP",1200,47,2,1,"Vila Sacadura Cabral, Santo André - SP, Brazil","SP","Santo André",-23.65654,-46.55685
"AP",1000,105,3,2,"Rua André Gallo, 101 - Vale dos Tucanos, Londrina - PR, Brazil","PR","Londrina",NA,NA
"AP",6800,140,3,4,"Rua Jacurici, 174 - Itaim Bibi, São Paulo - SP, Brazil","SP","São Paulo",-23.58562,-46.68805
"AP",2665,74,2,1,"Rua Três de Maio, 82 - Vila Clementino, São Paulo - SP, Brazil","SP","São Paulo",NA,NA
"AP",650,60,3,1,"Rio das Flores, São José do Rio Preto - SP, Brazil","SP","São José do Rio Preto",NA,NA
"AP",450,30,1,1,"Rua Porto Alegre, 105 - Vila Celina, São Carlos - SP, Brazil","SP","São Carlos",NA,NA
"AP",5500,92,3,3,"Rua Arizona, 701 - Brooklin, São Paulo - SP, Brazil","SP","São Paulo",-23.61757,-46.6842
"AP",3100,44,1,1,"Rua Castilho, 155 - Brooklin, São Paulo - SP, Brazil","SP","São Paulo",-23.61333,-46.6912
"AP",3000,58,2,2,"Rua Pensilvânia - Brooklin, São Paulo - SP, Brazil","SP","São Paulo",-23.60966,-46.6891
"AP",550,47,2,1,"Jardim Samburá, Bauru - SP, Brazil","SP","Bauru",NA,NA
"AP",1500,60,2,2,"Rua Senador Muniz Freire, 51 - Vila Isabel, Rio de Janeiro - RJ, Brazil","RJ","Rio de Janeiro",-22.92151,-43.24109
"AP",4250,200,4,3,"Rua Luiz Barbalho, 84 - Boa Vista, Recife - PE, Brazil","PE","Recife",-8.056891,-34.8959
"AP",2400,60,1,1,"Rua Desembargador Eliseu Guilherme - Paraíso, São Paulo - SP, Brazil","SP","São Paulo",-23.5732,-46.64382
"AP",4240,101,2,2,"Jardim da Saude, São Paulo - SP, Brazil","SP","São Paulo",-23.6172,-46.61854
"AP",1422,78,2,1,"Jardim Icatu, Votorantim - SP, Brazil","SP","Votorantim",-23.53973,-47.45449
"AP",1970,82,1,1,"Rua Pedroso Alvarenga, 1170 - Itaim Bibi, São Paulo - SP, Brazil","SP","São Paulo",-23.58266,-46.68159
"AP",4200,104,3,2,"Alameda Joaquim Eugênio de Lima, 1094 - Jardim Paulista, São Paulo - SP, Brazil","SP","São Paulo",-23.57064,-46.65531
"AP",2500,62,1,1,"Rua Luis Luz - Boa Vista, Porto Alegre - RS, Brazil","RS","Porto Alegre",NA,NA
"AP",2450,84,3,1,"Avenida São Guilherme de Norwich, 100 - Freguesia- Jacarepaguá, Rio de Janeiro - RJ, Brazil","RJ","Rio de Janeiro",NA,NA
"AP",1200,51,1,2,"Rua Justiniano da Rocha, 227 - Vila Isabel, Rio de Janeiro - RJ, Brazil","RJ","Rio de Janeiro",-22.91442,-43.23886
"AP",1649,74,3,2,"Travessa Doralice, 15 - Jardim Brasil, São Paulo - SP, Brazil","SP","São Paulo",-23.47994,-46.58408
"AP",1200,54,2,1,"Vila Amélia, Ribeirão Preto - SP, Brazil","SP","Ribeirão Preto",NA,NA
"AP",2320,106,3,4,"Centro, Ribeirão Preto - SP, Brazil","SP","Ribeirão Preto",-21.17809,-47.80937
"AP",1050,37,1,1,"Rua Capitão Pacheco e Chaves, 368 - Móoca, São Paulo - SP, Brazil","SP","São Paulo",-23.58179,-46.5927
"AP",600,42,1,1,"Avenida Walter Ananias - Poço, Maceió - AL, Brazil","AL","Maceió",-9.666887,-35.72929
"AP",4200,96,2,3,"Rua Carlos Weber - Vila Leopoldina, São Paulo - SP, Brazil","SP","São Paulo",-23.53255,-46.72615
"AP",2300,42,1,1,"Rua Vieira de Morais, 2098 - Campo Belo, São Paulo - SP, Brazil","SP","São Paulo",-23.62786,-46.66243
"AP",2300,45,1,1,"Rua Tucuna, 424 - Perdizes, São Paulo - SP, Brazil","SP","São Paulo",-23.53134,-46.68302
"AP",7780,55,1,2,"Itaim Bibi, São Paulo - SP, Brazil","SP","São Paulo",-23.58438,-46.67844
"AP",4360,190,3,5,"Rua Major Armando de Souza Melo, 430 - Boa Viagem, Recife - PE, Brazil","PE","Recife",-8.143274,-34.90834
"AP",2100,55,1,1,"Rua Herculano - Sumaré, São Paulo - SP, Brazil","SP","São Paulo",-23.54446,-46.68791
"AP",4000,103,3,3,"Rua Haddock Lobo, 1336 - Jardins, São Paulo - SP, Brazil","SP","São Paulo",NA,NA
"AP",889,65,2,1,"Jardim Hikare, São Carlos - SP, Brazil","SP","São Carlos",NA,NA
"AP",3485,75,2,2,"Rua Barão do Bananal, 225 - Pompeia, São Paulo - SP, Brazil","SP","São Paulo",-23.53436,-46.68936
"AP",780,10,2,1,"Avenida Thomaz Edison, 3900 - São Miguel, São Leopoldo - RS, Brazil","RS","São Leopoldo",NA,NA
"AP",2500,125,2,1,"Alameda Barão de Limeira, 1306 - Bom Retiro, São Paulo - SP, Brazil","SP","São Paulo",NA,NA
"AP",1800,80,2,1,"Rua Sete de Outubro - Chácara Califórnia, São Paulo - SP, Brazil","SP","São Paulo",NA,NA
"AP",1800,138,3,3,"Rua Azarias de Melo - Novo Taquaral, Campinas - SP, Brazil","SP","Campinas",NA,NA
"AP",3400,68,1,1,"Rua Fradique Coutinho - Vila Madalena, São Paulo - SP, Brazil","SP","São Paulo",-23.55185,-46.6943
"AP",1800,39,1,1,"Saúde, São Paulo - SP, Brazil","SP","São Paulo",-23.61518,-46.64339
"AP",6500,106,2,2,"Cidade Monções, São Paulo - SP, Brazil","SP","São Paulo",-20.85095,-50.09754
"AP",650,47,2,1,"Três Vendas, Pelotas - RS, Brazil","RS","Pelotas",-31.73,-52.3438
"AP",700,27,1,1,"Rua Marquês do Herval - Centro, São Leopoldo - RS, Brazil","RS","São Leopoldo",-29.77071,-51.14373
"AP",5000,301,4,5,"Agronômica, Florianópolis - SC, Brazil","SC","Florianópolis",-27.57814,-48.53572
"AP",3000,76,2,2,"Rua Tabapuã, 240 - Itaim Bibi, São Paulo - SP, Brazil","SP","São Paulo",-23.58177,-46.67089
"AP",2200,46,1,2,"Vila Clementino, São Paulo - SP, Brazil","SP","São Paulo",-23.59801,-46.64342
"AP",1800,68,2,1,"Parque São Lourenço, Indaiatuba - SP, Brazil","SP","Indaiatuba",NA,NA
"AP",2000,145,3,3,"Vila Assuncao, Santo André - SP, Brazil","SP","Santo André",-23.6687,-46.52598
"AP",1906,58,2,1,"Rua A, 1580 - São João Climaco, São Paulo - SP, Brazil","SP","São Paulo",-23.61152,-46.59167
"AP",2200,56,2,2,"Ceramica, São Caetano do Sul - SP, Brazil","SP","São Caetano do Sul",-23.62479,-46.5756
"AP",1700,30,1,1,"Vila Buarque, São Paulo - SP, Brazil","SP","São Paulo",-23.54456,-46.64755
"AP",650,48,2,1,"Rua Nilo Lourenço Benetti, 739 - Desvio Rizzo, Caxias do Sul - RS, Brazil","RS","Caxias do Sul",-29.20203,-51.23881
"AP",650,35,1,1,"Avenida Desembargador André da Rocha, 123 - Centro Histórico, Porto Alegre - RS, Brazil","RS","Porto Alegre",-30.03479,-51.22563
"AP",1000,61,3,1,"Rua David Caldas, 1280 - Vermelha, Teresina - PI, Brazil","PI","Teresina",-5.105002,-42.80655
"AP",2500,52,2,2,"Rua Jorge Tibiriçá, 77 - Vila Clementino, São Paulo - SP, Brazil","SP","São Paulo",-23.59812,-46.63487
"AP",2000,105,2,3,"Rua Álvares de Azevedo - Boqueirão, Santos - SP, Brazil","SP","Santos",NA,NA
"AP",6500,106,2,3,"Rua Flórida, 1901 - Brooklin, São Paulo - SP, Brazil","SP","São Paulo",-23.60893,-46.69168
"AP",1298,40,2,1,"Rua Neá, 1023 - Vila Ré, São Paulo - SP, Brazil","SP","São Paulo",-23.52434,-46.4984
"AP",750,56,1,1,"Rua Doutor Quirino, 1770 - Centro, Campinas - SP, Brazil","SP","Campinas",-22.90274,-47.05921
"AP",1100,58,2,1,"Rua Cardoso de Morais - Bonsucesso, Rio de Janeiro - RJ, Brazil","RJ","Rio de Janeiro",-22.8623,-43.25427
"AP",650,63,3,1,"Rua Emília Giraldi Quental - Parque Joao de Vasconcelos, Sumare - SP, Brazil","SP","Sumare",NA,NA
"AP",650,55,2,1,"VILA VIRGINIA, Ribeirão Preto - SP, Brazil","SP","Ribeirão Preto",-21.18884,-47.82747
"AP",790,53,1,1,"Rua Júlio Frank de Arruda, 25 - Botafogo, Campinas - SP, Brazil","SP","Campinas",-22.9008,-47.06491
"AP",1290,55,2,1,"Avenida Humberto Alencar Castelo Branco, 4169 - Assunção, São Bernardo do Campo - SP, Brazil","SP","São Bernardo do Campo",NA,NA
"AP",1400,60,2,1,"Jardim Recanto Suave, Cotia - SP, Brazil","SP","Cotia",NA,NA
"AP",2000,56,2,2,"Rua Cruz de Malta - Parada Inglesa, São Paulo - SP, Brazil","SP","São Paulo",-23.48662,-46.59956
"AP",1000,44,2,2,"Rua Doutor Pache de Faria - Méier, Rio de Janeiro - RJ, Brazil","RJ","Rio de Janeiro",-22.90423,-43.27751
"AP",1990,40,1,1,"Rua Felizardo, 831 - Jardim Botânico, Porto Alegre - RS, Brazil","RS","Porto Alegre",-30.05055,-51.1848
"AP",1300,54,2,1,"Rua Tiradentes, 1837 - Jardim Irajá, São Bernardo do Campo - SP, Brazil","SP","São Bernardo do Campo",NA,NA
"AP",1500,70,2,2,"Rua A, 52 - Freguesia, Rio de Janeiro - RJ, Brazil","RJ","Rio de Janeiro",-22.93407,-43.34974
